employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
76910,Sales & Marketing,region_7,Bachelor's,f,other,1,34,3,4,0,0,53,0
76912,Technology,region_2,Master's & above,m,sourcing,1,60,3,4,0,0,82,0
76913,Technology,region_27,Bachelor's,m,other,1,41,3,12,1,0,80,0
76916,Procurement,region_14,Bachelor's,m,sourcing,2,29,3,4,0,0,68,0
76917,Operations,region_7,Bachelor's,m,sourcing,1,27,5,3,1,0,58,0
76918,Procurement,region_13,Master's & above,f,other,1,31,5,3,1,0,72,0
76919,Procurement,region_7,Master's & above,m,other,2,36,5,7,1,0,71,0
76921,Technology,region_2,Bachelor's,f,sourcing,1,34,1,3,0,0,76,0
76922,Finance,region_22,Master's & above,m,other,1,31,1,5,0,0,58,0
76925,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,32,5,3,1,0,48,1
76926,Sales & Marketing,region_2,Master's & above,m,sourcing,1,51,1,15,0,0,50,0
76927,Operations,region_14,Bachelor's,m,other,1,33,3,7,1,1,58,0
76928,Operations,region_2,Master's & above,m,other,1,40,1,9,0,0,60,0
76929,Technology,region_31,Bachelor's,m,sourcing,1,45,3,16,0,0,81,0
76932,Operations,region_15,Bachelor's,f,other,1,29,3,7,0,0,61,0
76933,Technology,region_2,Bachelor's,f,other,2,58,2,18,0,0,78,0
76934,Technology,region_26,Master's & above,m,sourcing,1,45,3,15,0,0,79,0
76936,Operations,region_7,Bachelor's,f,other,2,32,3,4,1,0,64,0
76937,Operations,region_15,Bachelor's,m,referred,1,42,5,6,1,0,57,0
76938,Technology,region_28,Bachelor's,m,other,1,28,5,4,0,1,91,1
76939,Finance,region_7,Master's & above,m,sourcing,1,32,3,5,0,0,56,0
76941,Operations,region_23,Bachelor's,f,sourcing,1,50,4,8,1,0,97,1
76943,Procurement,region_10,Bachelor's,f,other,1,31,4,3,0,0,65,0
76945,Sales & Marketing,region_4,Master's & above,m,other,1,47,5,7,0,0,48,0
76946,Analytics,region_9,Bachelor's,m,other,2,27,3,4,0,0,80,0
76947,Sales & Marketing,region_2,Bachelor's,m,other,1,28,4,3,1,0,46,0
76948,Procurement,region_16,Bachelor's,f,sourcing,1,29,3,4,0,0,65,0
76949,Sales & Marketing,region_15,Master's & above,m,other,1,32,4,5,1,0,49,0
76950,Technology,region_1,Bachelor's,m,other,1,31,4,1,0,0,81,0
76951,Technology,region_7,Master's & above,m,other,1,39,3,8,0,0,79,0
76952,Sales & Marketing,region_7,Bachelor's,m,other,1,40,4,6,1,0,46,0
76953,Operations,region_27,Bachelor's,m,other,1,35,3,2,0,0,60,0
76954,Operations,region_21,Bachelor's,m,other,1,32,3,4,1,0,63,0
76957,Procurement,region_22,Bachelor's,f,other,2,27,4,3,1,0,68,0
76958,Sales & Marketing,region_2,Bachelor's,f,other,1,43,4,13,0,0,49,0
76960,Sales & Marketing,region_2,Bachelor's,m,other,2,57,3,28,0,0,54,0
76962,Analytics,region_25,Bachelor's,m,other,2,30,1,2,0,0,87,0
76963,Procurement,region_23,Master's & above,f,other,1,34,3,8,0,0,67,0
76965,Operations,region_16,Bachelor's,f,other,1,29,2,4,0,0,62,0
76968,Procurement,region_22,Master's & above,m,sourcing,1,37,5,9,1,0,75,0
76969,Finance,region_2,Below Secondary,m,sourcing,1,21,5,2,0,0,72,1
76970,Sales & Marketing,region_25,Master's & above,m,sourcing,1,38,3,7,0,0,52,0
76972,Procurement,region_2,Master's & above,f,other,1,59,2,2,0,0,68,0
76973,Procurement,region_7,Master's & above,f,other,1,34,4,4,1,0,71,0
76974,Operations,region_2,Bachelor's,m,other,2,36,3,4,0,0,58,0
76977,Sales & Marketing,region_20,Master's & above,m,other,1,38,3,10,0,0,49,0
76978,Sales & Marketing,region_27,Bachelor's,m,other,1,39,1,10,0,0,49,0
76980,Operations,region_7,Master's & above,m,other,1,31,5,8,0,0,66,0
76982,Sales & Marketing,region_7,Master's & above,m,other,1,38,5,7,0,0,48,0
76983,HR,region_2,Bachelor's,m,other,1,31,4,7,0,0,51,0
76984,Operations,region_2,Bachelor's,m,sourcing,2,29,4,4,1,0,59,0
76985,Technology,region_14,Master's & above,f,other,1,35,3,3,1,0,78,0
76986,Sales & Marketing,region_19,Bachelor's,f,other,1,40,3,4,0,0,52,0
76987,Procurement,region_7,Bachelor's,m,sourcing,1,36,2,3,0,0,68,0
76988,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,33,3,7,0,0,50,0
76990,Technology,region_10,Bachelor's,m,other,2,31,4,3,1,0,84,0
76991,Technology,region_2,Master's & above,f,sourcing,1,40,1,3,1,0,82,0
76992,Sales & Marketing,region_16,Master's & above,m,sourcing,2,36,1,2,0,0,54,0
76993,Sales & Marketing,region_2,Bachelor's,m,other,1,48,4,7,0,0,51,0
76995,Procurement,region_3,Bachelor's,m,other,2,30,3,4,1,0,71,1
76996,Analytics,region_7,Master's & above,m,other,2,34,3,4,0,0,91,0
76997,Legal,region_2,Bachelor's,m,other,1,44,3,10,0,0,58,0
76999,Sales & Marketing,region_28,Master's & above,m,other,1,37,2,3,0,0,53,0
77000,Operations,region_2,Master's & above,f,other,1,35,3,10,1,0,63,0
77003,Operations,region_15,Master's & above,f,sourcing,1,44,3,15,1,0,58,0
77004,Operations,region_11,Bachelor's,f,other,1,38,3,4,1,0,63,0
77005,Sales & Marketing,region_17,Master's & above,m,other,1,42,5,12,1,0,51,0
77006,Sales & Marketing,region_22,Bachelor's,f,other,1,34,5,9,0,0,48,0
77008,Operations,region_15,Bachelor's,m,other,1,38,3,8,0,0,57,0
77010,Finance,region_4,Bachelor's,m,other,1,27,3,2,0,0,62,0
77011,Operations,region_22,Master's & above,f,other,1,36,3,4,1,0,60,0
77012,Procurement,region_2,Bachelor's,f,other,2,35,2,7,0,0,66,0
77015,Operations,region_7,Bachelor's,f,other,1,32,3,5,1,1,57,0
77016,Procurement,region_2,Bachelor's,f,other,1,40,1,7,0,0,69,0
77017,Operations,region_4,Bachelor's,f,other,1,33,3,5,1,0,64,0
77019,Sales & Marketing,region_2,Master's & above,m,other,3,45,1,14,0,0,50,0
77020,Procurement,region_27,Master's & above,f,sourcing,1,40,4,8,0,0,71,0
77021,Procurement,region_2,Bachelor's,m,other,1,34,3,9,1,0,74,0
77022,Finance,region_6,Bachelor's,f,other,1,30,2,7,0,0,59,0
77023,Sales & Marketing,region_13,Master's & above,f,other,1,37,4,3,0,0,44,0
77025,Operations,region_29,Bachelor's,f,sourcing,1,27,4,4,1,0,61,0
77026,Operations,region_2,Bachelor's,m,other,1,39,3,12,0,0,58,0
77027,Technology,region_31,Bachelor's,f,other,1,30,4,10,1,0,80,0
77028,Sales & Marketing,region_7,Master's & above,m,other,1,33,3,8,0,0,54,0
77030,HR,region_2,Master's & above,m,sourcing,1,50,2,6,1,0,44,0
77031,Analytics,region_31,Bachelor's,m,sourcing,1,30,3,4,0,0,85,0
77032,Operations,region_2,Master's & above,m,other,1,43,2,15,1,0,57,0
77033,HR,region_22,Bachelor's,m,other,1,25,4,4,0,0,52,0
77034,Technology,region_2,Bachelor's,f,other,1,42,4,2,0,0,78,0
77036,Technology,region_2,Bachelor's,f,referred,1,31,5,5,0,1,90,1
77039,Sales & Marketing,region_30,Bachelor's,m,other,1,32,3,5,0,0,42,0
77040,R&D,region_2,Master's & above,m,sourcing,1,37,3,7,0,0,84,0
77041,Sales & Marketing,region_16,Bachelor's,f,other,1,30,1,5,0,0,50,0
77042,HR,region_22,Bachelor's,m,sourcing,1,33,2,8,1,0,49,0
77043,Operations,region_19,Bachelor's,m,other,1,40,5,9,1,0,60,0
77044,Operations,region_31,Bachelor's,f,sourcing,1,28,3,5,0,0,57,0
77047,HR,region_22,Bachelor's,m,other,2,25,2,1,0,0,46,0
77048,Operations,region_16,Bachelor's,f,sourcing,1,46,3,15,0,0,63,0
77050,Technology,region_22,Master's & above,f,other,1,40,1,9,0,0,80,0
77052,Legal,region_22,Bachelor's,m,sourcing,1,30,5,2,1,0,52,0
77056,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,27,4,2,1,0,49,1
77057,Operations,region_22,Bachelor's,m,other,1,27,3,2,0,0,59,0
77059,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,32,3,7,0,0,52,0
77060,Sales & Marketing,region_2,Bachelor's,m,other,2,38,1,4,0,0,50,0
77064,Sales & Marketing,region_22,Bachelor's,m,other,1,40,2,4,1,0,47,0
77065,Procurement,region_5,Bachelor's,m,other,1,25,3,4,0,0,72,0
77068,Operations,region_30,Bachelor's,f,other,1,35,3,6,1,0,56,0
77070,Sales & Marketing,region_6,Bachelor's,f,other,1,30,3,6,0,0,49,0
77071,Procurement,region_14,Bachelor's,m,other,1,32,4,6,1,1,67,0
77074,Operations,region_4,Bachelor's,m,other,2,27,3,3,0,0,62,0
77075,HR,region_11,Bachelor's,m,sourcing,1,28,3,2,1,0,49,0
77076,Sales & Marketing,region_30,Bachelor's,m,other,1,27,3,3,1,0,55,0
77077,Procurement,region_2,Bachelor's,f,other,2,31,3,5,0,0,71,0
77078,Operations,region_15,Bachelor's,f,sourcing,1,34,5,10,1,0,56,0
77079,Finance,region_16,Below Secondary,m,sourcing,1,23,5,2,1,0,59,1
77083,Sales & Marketing,region_19,Bachelor's,m,other,1,36,5,4,0,0,51,0
77085,HR,region_15,Bachelor's,m,other,1,32,5,4,1,0,52,0
77086,Sales & Marketing,region_2,Bachelor's,m,other,1,45,1,2,1,0,50,0
77087,Operations,region_23,Master's & above,m,other,1,42,5,6,1,0,60,0
77088,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,26,5,2,1,0,51,0
77089,Sales & Marketing,region_19,Bachelor's,m,other,1,30,5,4,0,0,47,0
77090,R&D,region_22,Master's & above,m,sourcing,1,30,5,5,1,0,84,0
77091,Analytics,region_28,Master's & above,m,sourcing,2,33,5,7,1,0,88,0
77095,Technology,region_2,Bachelor's,m,sourcing,4,25,1,2,0,0,80,0
77097,Technology,region_27,Bachelor's,f,sourcing,1,30,2,5,0,0,82,0
77099,Operations,region_2,Master's & above,f,sourcing,1,39,3,10,0,0,62,0
77100,Procurement,region_20,Bachelor's,f,sourcing,1,34,3,6,1,0,69,0
77102,Sales & Marketing,region_10,Master's & above,m,sourcing,1,41,5,7,0,0,51,0
77103,Technology,region_26,Bachelor's,f,other,1,32,5,6,1,0,80,0
77104,Sales & Marketing,region_1,Bachelor's,m,other,2,30,1,5,1,0,48,0
77107,Sales & Marketing,region_22,Bachelor's,f,other,1,29,3,7,0,0,53,0
77108,Operations,region_14,Bachelor's,f,other,1,32,5,7,0,0,57,0
77109,Sales & Marketing,region_2,Master's & above,m,sourcing,2,49,4,19,0,0,50,0
77110,Procurement,region_7,Bachelor's,m,other,1,30,4,7,1,0,70,1
77111,Analytics,region_7,Bachelor's,m,other,1,33,4,6,1,0,82,1
77113,Operations,region_20,Bachelor's,m,sourcing,1,35,3,9,0,0,57,0
77115,Operations,region_7,Bachelor's,m,other,1,45,3,17,0,0,61,0
77116,Sales & Marketing,region_20,Master's & above,m,other,1,39,2,9,0,0,51,0
77118,Operations,region_21,Bachelor's,f,other,2,35,4,7,0,0,61,0
77119,Technology,region_14,Bachelor's,m,sourcing,2,26,1,2,0,0,75,0
77120,Technology,region_5,Bachelor's,m,other,1,32,1,2,0,0,79,0
77123,Operations,region_26,Master's & above,m,other,1,37,4,7,1,1,62,0
77125,Technology,region_2,Bachelor's,m,sourcing,1,44,5,14,1,0,80,0
77126,Analytics,region_8,Bachelor's,m,sourcing,1,31,5,4,1,0,82,0
77127,Procurement,region_10,Master's & above,f,sourcing,1,34,3,3,0,0,73,0
77129,Sales & Marketing,region_13,Master's & above,m,sourcing,1,47,5,15,0,0,53,0
77131,Technology,region_2,Bachelor's,f,other,1,26,4,2,1,0,87,0
77132,Sales & Marketing,region_2,Bachelor's,m,other,1,57,2,11,1,0,48,0
77133,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,40,5,7,0,0,45,0
77134,Procurement,region_7,Bachelor's,m,other,1,39,4,4,1,0,63,0
77135,R&D,region_22,Bachelor's,m,other,1,36,4,8,0,0,82,0
77136,Operations,region_14,Master's & above,f,other,1,46,3,17,0,0,56,0
77138,Analytics,region_13,Bachelor's,m,other,2,30,3,5,0,0,86,0
77139,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,46,2,8,0,0,54,0
77140,Finance,region_23,Master's & above,m,other,1,36,4,9,0,0,58,0
77141,Operations,region_2,Bachelor's,m,sourcing,1,53,4,8,0,0,59,0
77142,Sales & Marketing,region_22,Master's & above,m,sourcing,1,42,5,10,1,0,52,0
77143,Legal,region_22,Bachelor's,m,sourcing,1,25,3,2,0,0,59,0
77144,Technology,region_24,Master's & above,f,other,1,38,1,2,0,0,80,0
77145,Sales & Marketing,region_19,Bachelor's,m,other,1,27,1,4,0,0,50,0
77146,Sales & Marketing,region_2,Master's & above,m,sourcing,2,40,3,4,0,0,51,0
77147,Analytics,region_22,Bachelor's,m,other,1,26,4,2,0,0,88,0
77148,Operations,region_32,Bachelor's,m,other,1,30,3,7,1,0,57,0
77149,Procurement,region_13,Master's & above,m,other,1,32,3,5,1,0,71,1
77151,Technology,region_2,Master's & above,m,other,2,41,4,8,0,0,77,0
77154,Operations,region_11,Bachelor's,m,other,1,42,3,5,0,0,57,0
77155,Analytics,region_31,Bachelor's,f,sourcing,1,27,3,2,0,0,81,0
77158,Operations,region_30,Bachelor's,f,other,1,39,4,10,0,0,60,0
77159,Analytics,region_5,Master's & above,m,sourcing,1,37,2,7,0,1,81,1
77160,Operations,region_11,Bachelor's,m,other,1,36,4,7,0,0,62,0
77162,Operations,region_2,Bachelor's,m,other,1,47,3,6,0,0,57,0
77164,Procurement,region_30,Bachelor's,m,sourcing,1,37,5,4,1,0,72,0
77170,Analytics,region_22,Master's & above,f,other,1,37,3,5,0,0,84,0
77172,Procurement,region_11,Bachelor's,m,other,1,34,3,3,0,0,65,0
77173,Operations,region_7,Master's & above,f,other,1,46,4,6,0,0,61,0
77174,Operations,region_22,Bachelor's,f,other,1,37,2,8,0,0,59,0
77176,Procurement,region_2,Bachelor's,f,sourcing,1,37,2,2,0,0,71,0
77178,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,25,1,3,0,0,47,0
77180,Procurement,region_17,Master's & above,f,sourcing,2,37,4,7,1,0,71,0
77181,Procurement,region_17,Master's & above,m,sourcing,1,43,5,5,1,1,92,1
77182,Operations,region_21,Bachelor's,f,sourcing,1,37,5,9,1,0,60,0
77183,Sales & Marketing,region_15,Bachelor's,m,other,2,30,4,5,0,0,47,0
77185,Analytics,region_11,Bachelor's,m,other,3,28,5,2,0,0,80,0
77187,Operations,region_11,Bachelor's,m,other,1,38,1,7,0,0,61,0
77188,Analytics,region_21,Bachelor's,m,other,1,37,1,4,0,0,88,0
77189,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,37,2,7,0,0,47,0
77191,Operations,region_15,Master's & above,m,sourcing,1,51,4,5,0,0,65,0
77193,Procurement,region_2,Bachelor's,f,sourcing,2,33,4,9,0,0,69,0
77196,Sales & Marketing,region_2,Master's & above,f,sourcing,1,42,3,14,0,0,46,0
77197,Sales & Marketing,region_7,Bachelor's,f,other,1,27,3,3,0,0,49,0
77198,Sales & Marketing,region_2,Bachelor's,m,other,2,59,4,4,0,0,48,0
77200,Operations,region_6,Bachelor's,f,sourcing,1,28,2,4,1,0,59,0
77204,Analytics,region_22,Master's & above,m,sourcing,1,39,3,4,1,0,85,1
77206,Finance,region_8,Bachelor's,f,other,1,28,4,1,1,0,73,1
77207,Operations,region_32,Bachelor's,m,referred,1,28,5,1,0,0,60,0
77208,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,31,5,3,0,0,50,0
77209,Finance,region_32,Bachelor's,m,sourcing,1,27,4,3,1,0,59,0
77210,Technology,region_23,Master's & above,f,other,1,42,3,12,1,0,79,1
77212,Operations,region_28,Bachelor's,f,other,1,29,3,1,1,1,59,0
77213,Procurement,region_2,Bachelor's,m,sourcing,1,38,3,3,0,0,72,0
77214,Operations,region_7,Master's & above,m,sourcing,3,40,5,4,1,0,63,0
77216,Operations,region_7,Master's & above,m,sourcing,1,48,3,17,0,0,61,0
77217,Technology,region_24,Bachelor's,m,other,4,32,3,9,0,0,76,0
77220,Operations,region_13,Bachelor's,m,other,1,34,3,3,1,0,53,0
77222,Operations,region_19,Bachelor's,m,other,2,33,5,6,1,0,60,0
77224,Procurement,region_2,Master's & above,m,sourcing,1,36,3,8,0,0,71,0
77225,Procurement,region_10,Master's & above,f,sourcing,1,38,3,7,1,0,71,0
77226,Technology,region_2,Bachelor's,f,sourcing,1,32,4,2,1,0,80,0
77227,Operations,region_29,Bachelor's,f,other,1,35,3,8,1,0,69,0
77228,Technology,region_2,Bachelor's,f,sourcing,1,35,5,9,0,0,79,0
77229,Operations,region_4,Bachelor's,m,sourcing,1,34,5,7,1,0,57,1
77230,HR,region_2,Bachelor's,f,sourcing,1,29,2,3,0,0,51,0
77231,Technology,region_7,Bachelor's,f,other,1,29,1,5,0,0,81,0
77232,Operations,region_13,Master's & above,f,other,1,37,5,10,1,0,57,0
77233,Operations,region_2,Bachelor's,f,sourcing,1,32,4,5,1,0,58,1
77234,Analytics,region_11,Bachelor's,m,other,2,38,5,7,1,0,88,0
77235,Operations,region_2,Bachelor's,f,other,1,31,1,5,1,0,62,0
77237,Operations,region_32,Bachelor's,f,sourcing,1,36,3,7,0,0,61,0
77239,Operations,region_17,Bachelor's,m,other,1,31,4,9,0,0,65,0
77245,Legal,region_2,Bachelor's,f,other,1,28,3,2,1,0,61,1
77246,Technology,region_26,Bachelor's,m,other,1,41,1,5,0,0,75,0
77248,Sales & Marketing,region_4,Bachelor's,m,other,1,30,5,4,1,0,51,0
77249,Procurement,region_2,Master's & above,f,sourcing,1,36,2,7,1,0,67,0
77250,Procurement,region_22,Bachelor's,m,other,1,29,2,2,0,0,67,0
77251,Analytics,region_13,Bachelor's,m,sourcing,2,27,5,3,1,0,84,0
77253,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,25,5,2,0,0,49,0
77255,Operations,region_26,Bachelor's,m,sourcing,2,30,4,4,1,0,60,0
77258,Sales & Marketing,region_15,Bachelor's,m,other,1,43,4,7,0,0,47,0
77259,Analytics,region_22,Bachelor's,m,other,1,45,3,6,0,0,85,0
77260,Sales & Marketing,region_13,Bachelor's,m,other,1,28,3,2,0,0,50,0
77261,Sales & Marketing,region_22,Master's & above,m,other,1,38,1,6,0,0,50,0
77263,Operations,region_13,Master's & above,m,other,1,39,2,14,1,0,59,0
77264,Finance,region_11,Bachelor's,m,other,1,29,5,4,1,0,58,0
77265,Technology,region_16,Master's & above,m,other,1,35,5,5,1,0,96,1
77268,Technology,region_1,Bachelor's,m,sourcing,1,29,2,7,0,0,83,0
77270,Procurement,region_7,Bachelor's,f,other,1,32,3,5,0,0,70,0
77272,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,25,4,4,1,0,51,0
77274,Procurement,region_7,Bachelor's,m,other,1,46,5,5,0,0,70,0
77275,Technology,region_10,Master's & above,f,sourcing,1,39,4,7,1,0,78,0
77280,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,25,3,2,1,0,46,0
77281,Operations,region_19,Bachelor's,m,other,1,44,5,17,1,0,62,0
77282,HR,region_12,Bachelor's,f,other,2,27,3,4,0,0,53,0
77283,Technology,region_22,Master's & above,f,sourcing,2,34,1,8,0,0,76,0
77286,Legal,region_20,Bachelor's,m,sourcing,1,33,4,5,1,0,55,0
77287,Sales & Marketing,region_22,Bachelor's,f,other,1,36,5,3,1,0,47,0
77288,Procurement,region_2,Bachelor's,f,sourcing,1,41,3,11,0,0,74,0
77289,Sales & Marketing,region_22,Master's & above,m,other,2,31,3,6,0,0,42,0
77292,Sales & Marketing,region_27,Bachelor's,m,other,1,39,3,10,1,0,51,0
77293,Procurement,region_2,Bachelor's,m,sourcing,1,34,3,8,0,0,69,0
77296,Finance,region_29,Bachelor's,m,other,1,26,5,2,1,0,59,1
77298,Procurement,region_2,Master's & above,f,other,1,55,2,17,0,0,74,0
77299,Technology,region_2,Master's & above,f,sourcing,1,47,2,5,1,0,80,0
77300,Operations,region_4,Bachelor's,f,other,1,27,5,2,1,0,58,0
77301,Operations,region_13,Bachelor's,m,sourcing,2,37,3,10,0,0,60,0
77302,Sales & Marketing,region_3,Master's & above,m,other,3,34,1,2,0,0,49,0
77305,Analytics,region_2,Bachelor's,m,sourcing,1,50,4,4,0,0,86,0
77306,Analytics,region_22,Master's & above,m,other,1,34,3,6,0,0,83,0
77307,Operations,region_2,Bachelor's,f,sourcing,1,33,3,6,1,0,62,0
77310,Technology,region_2,Bachelor's,m,other,1,30,4,2,1,0,80,0
77312,Operations,region_2,Bachelor's,f,sourcing,1,56,3,26,0,0,61,0
77313,Sales & Marketing,region_11,Master's & above,m,sourcing,1,37,3,7,0,0,51,0
77315,Operations,region_15,Bachelor's,m,sourcing,3,35,3,12,0,0,76,1
77317,Sales & Marketing,region_13,Bachelor's,m,other,1,39,4,12,0,0,49,0
77319,Operations,region_15,Bachelor's,f,other,1,29,3,4,0,0,59,0
77321,Sales & Marketing,region_9,Bachelor's,m,other,1,30,2,4,0,0,54,0
77322,Operations,region_22,Bachelor's,f,other,1,34,5,9,0,0,60,0
77323,Finance,region_19,Bachelor's,m,sourcing,1,37,5,11,0,0,60,0
77325,Sales & Marketing,region_23,Bachelor's,m,other,2,34,1,6,0,0,48,0
77326,Operations,region_22,Master's & above,m,sourcing,1,48,2,6,0,0,57,0
77327,Technology,region_26,Bachelor's,f,other,1,30,1,5,0,0,80,0
77329,Operations,region_2,Bachelor's,f,sourcing,1,40,4,7,0,0,61,0
77332,Procurement,region_16,Bachelor's,f,other,3,30,3,5,1,1,73,0
77335,Procurement,region_2,Master's & above,m,sourcing,1,35,3,10,0,0,65,0
77337,HR,region_6,Bachelor's,m,other,1,29,1,3,0,0,51,0
77338,Procurement,region_8,Bachelor's,m,sourcing,1,30,5,7,0,0,70,0
77339,Operations,region_19,Master's & above,m,other,1,35,3,3,0,0,59,0
77340,Operations,region_13,Bachelor's,f,other,1,34,3,3,0,0,62,0
77345,Procurement,region_26,Bachelor's,m,other,1,39,3,13,0,0,74,0
77346,Finance,region_15,Master's & above,m,other,1,34,3,7,0,0,65,0
77347,Procurement,region_26,Master's & above,m,other,1,56,3,14,0,0,73,0
77349,Sales & Marketing,region_27,Bachelor's,m,other,1,36,3,3,1,0,52,0
77350,Sales & Marketing,region_19,Bachelor's,f,other,1,39,5,9,1,0,53,0
77351,Procurement,region_4,Master's & above,m,sourcing,2,42,4,6,1,1,72,0
77352,Sales & Marketing,region_2,Bachelor's,f,other,2,31,2,2,0,0,54,0
77353,Analytics,region_13,Bachelor's,m,other,1,34,1,5,0,0,87,0
77354,Technology,region_26,Bachelor's,m,other,2,27,3,4,1,0,81,0
77355,Procurement,region_2,Bachelor's,m,sourcing,1,32,3,4,0,0,70,0
77356,Sales & Marketing,region_19,Bachelor's,m,other,1,29,1,2,0,0,46,0
77357,Sales & Marketing,region_11,Master's & above,m,sourcing,1,39,1,2,0,0,47,0
77358,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,28,1,3,0,0,51,0
77359,HR,region_2,Master's & above,f,other,1,43,4,13,0,0,52,0
77361,Procurement,region_2,Bachelor's,f,sourcing,1,31,2,7,0,0,66,0
77362,Operations,region_2,Master's & above,f,other,2,39,4,2,0,0,59,0
77366,Operations,region_2,Bachelor's,m,sourcing,1,39,3,5,0,0,58,0
77368,Finance,region_22,Bachelor's,m,other,2,28,4,2,1,0,57,0
77369,Sales & Marketing,region_2,Master's & above,f,other,1,39,3,8,0,0,48,0
77371,Analytics,region_21,Bachelor's,m,sourcing,2,31,5,4,1,0,82,0
77373,Analytics,region_22,Bachelor's,m,other,2,27,2,5,0,0,90,0
77374,Technology,region_31,Bachelor's,f,other,2,24,3,2,1,0,82,0
77375,Analytics,region_14,Bachelor's,m,other,2,34,4,8,0,0,86,0
77377,Sales & Marketing,region_24,Master's & above,m,other,1,33,4,4,1,0,50,0
77378,Procurement,region_7,Master's & above,m,sourcing,1,40,5,2,0,1,83,1
77379,Operations,region_2,Bachelor's,m,other,1,38,4,10,0,0,59,0
77383,R&D,region_26,Bachelor's,m,sourcing,1,33,5,6,1,0,82,0
77385,Legal,region_22,Below Secondary,m,other,1,25,3,2,0,0,57,0
77386,Sales & Marketing,region_28,Bachelor's,m,other,1,31,3,6,0,0,49,0
77387,Operations,region_2,Bachelor's,f,other,2,30,5,7,1,0,59,0
77388,Analytics,region_21,Bachelor's,m,sourcing,2,27,4,4,0,0,83,0
77390,Finance,region_27,Bachelor's,f,other,1,32,3,6,1,0,58,0
77392,Analytics,region_2,Bachelor's,m,sourcing,3,43,5,4,1,0,82,0
77393,Procurement,region_2,Bachelor's,m,sourcing,2,56,4,10,0,0,73,0
77394,Procurement,region_22,Bachelor's,m,sourcing,3,29,2,3,1,0,72,0
77399,Sales & Marketing,region_2,Bachelor's,m,other,1,27,3,5,1,0,48,0
77400,Analytics,region_6,Bachelor's,m,sourcing,1,29,3,3,0,0,85,0
77402,Sales & Marketing,region_26,Master's & above,m,other,1,46,1,12,0,0,50,0
77403,Legal,region_2,Master's & above,f,other,1,56,5,14,1,0,56,0
77404,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,48,3,9,0,0,50,0
77405,Operations,region_7,Master's & above,m,sourcing,1,35,5,9,1,0,65,0
77406,Operations,region_17,Bachelor's,f,sourcing,1,36,5,7,0,0,56,0
77407,Operations,region_15,Master's & above,f,other,1,39,3,10,0,0,58,0
77408,Technology,region_7,Bachelor's,f,sourcing,1,26,3,1,0,0,80,0
77410,Sales & Marketing,region_7,Master's & above,m,other,1,40,5,9,0,0,48,0
77411,Procurement,region_2,Master's & above,m,sourcing,1,54,2,7,0,0,62,0
77413,Procurement,region_26,Master's & above,f,other,1,37,4,4,1,0,78,1
77415,Operations,region_7,Bachelor's,m,sourcing,1,40,4,9,1,0,61,0
77416,Operations,region_7,Bachelor's,m,other,1,27,4,6,1,1,91,1
77417,Technology,region_1,Master's & above,m,sourcing,1,35,4,4,1,0,79,0
77418,HR,region_7,Bachelor's,m,other,1,27,5,2,1,0,87,1
77420,Operations,region_2,Bachelor's,m,sourcing,1,43,5,9,1,0,62,0
77424,Procurement,region_5,Bachelor's,m,other,1,35,4,5,0,0,73,0
77426,Operations,region_2,Bachelor's,f,other,1,49,5,8,0,0,58,0
77427,Analytics,region_25,Master's & above,m,sourcing,1,34,5,8,0,0,90,1
77430,Sales & Marketing,region_28,Master's & above,m,sourcing,1,34,3,4,1,0,49,1
77431,Operations,region_4,Bachelor's,f,other,1,37,1,7,0,0,62,0
77432,Operations,region_3,Bachelor's,m,sourcing,1,26,3,3,1,0,57,0
77434,Operations,region_32,Bachelor's,f,other,1,40,1,5,0,0,61,0
77435,Operations,region_2,Bachelor's,f,sourcing,1,52,1,22,0,0,62,0
77436,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,44,5,5,1,0,54,0
77438,Technology,region_2,Bachelor's,m,sourcing,1,52,1,7,1,0,78,0
77442,Operations,region_19,Bachelor's,m,sourcing,1,36,5,8,1,0,57,0
77444,Analytics,region_29,Bachelor's,m,other,1,27,3,4,1,0,86,0
77445,HR,region_2,Master's & above,m,other,1,52,3,11,0,0,53,0
77447,Sales & Marketing,region_28,Master's & above,m,other,2,33,5,2,0,0,49,0
77448,Technology,region_11,Bachelor's,m,sourcing,2,30,3,5,0,0,76,0
77450,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,30,3,3,0,0,50,0
